subid,batch,maze,day,createdat,task,block,raw_phase,raw_trial,trial,rep,trial_set,replan,start,goal,short_path,action,hits,rt_raw,rt,true_path,maze_wall,sequence_trial_index,is_validation_trial,source,n_action,n_hit,hit_rate,shortest_steps,actual_steps,successful_moves,excess_steps,path_efficiency,final_state,reached_goal,is_optimal_by_length,is_clean_optimal,is_exact_short_path,total_rt,mean_rt,median_rt,first_rt,mean_rt_after_first
13015195273.0,1,1,1,739474.4703,1,1,0,23,24,0,23,0,7,19,"[7, 14, 15, 8, 9, 2, 3, 10, 11, 12, 19]","[2, 3, 2, 3, 0, 3, 3, 3, 3, 3, 2, 2]","[False, False, False, True, False, True, True, True, True, True, False, False]","[0.665,0.536,0.448,0.5,0.967,0.35,0.483,1.232,0.836,0.598,0.884,0.298]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7, 14, 15, 22, 22, 15, 15, 15, 15, 15, 15, 22, 29]",,23,True,model_teacher_forced,12,6,0.5,10,12,6,2,0.8333333333333334,29,0,0,0,0,,,,,
13015195273.0,1,1,1,739474.4703,1,1,0,23,24,0,23,0,7,19,"[7, 14, 15, 8, 9, 2, 3, 10, 11, 12, 19]","[2, 3, 0, 3, 0, 3, 2, 2, 0, 3, 3, 2]","[False, False, False, False, False, False, False, False, False, False, False, False]","[0.665,0.536,0.448,0.5,0.967,0.35,0.483,1.232,0.836,0.598,0.884,0.298]","[0.665, 0.536, 0.448, 0.5, 0.967, 0.35, 0.483, 1.232, 0.836, 0.598, 0.884, 0.298]","[7, 14, 15, 8, 9, 2, 3, 10, 17, 10, 11, 12, 19]",,23,True,actual_subject,12,0,0.0,10,12,12,2,0.8333333333333334,19,1,0,0,0,7.797000000000001,0.64975,0.567,0.665,0.6483636363636364
13015195273.0,1,1,1,739474.4709,1,1,0,27,28,1,23,0,46,12,"[46, 39, 40, 33, 26, 25, 18, 19, 12]","[0, 3, 0, 1, 3, 0, 0, 1, 1, 0, 0, 0]","[False, False, False, False, False, False, True, False, True, False, True, True]","[1.442,0.583,0.483,0.531,0.65,0.365,0.985,0.533,0.449,0.452,0.431,0.416]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[46, 39, 40, 33, 32, 33, 26, 26, 25, 25, 18, 18, 18]",,27,True,model_teacher_forced,12,4,0.3333333333333333,8,12,8,4,0.6666666666666666,18,0,0,0,0,,,,,
13015195273.0,1,1,1,739474.4709,1,1,0,27,28,1,23,0,46,12,"[46, 39, 40, 33, 26, 25, 18, 19, 12]","[0, 3, 0, 0, 3, 0, 2, 1, 1, 0, 3, 0]","[False, False, False, False, False, False, False, False, False, False, False, False]","[1.442,0.583,0.483,0.531,0.65,0.365,0.985,0.533,0.449,0.452,0.431,0.416]","[1.442, 0.583, 0.483, 0.531, 0.65, 0.365, 0.985, 0.533, 0.449, 0.452, 0.431, 0.416]","[46, 39, 40, 33, 26, 27, 20, 27, 26, 25, 18, 19, 12]",,27,True,actual_subject,12,0,0.0,8,12,12,4,0.6666666666666666,12,1,0,0,0,7.32,0.61,0.507,1.442,0.5343636363636364
13015195273.0,1,1,1,739474.4715,1,1,0,31,32,0,23,0,35,25,"[35, 36, 37, 38, 31, 32, 33, 26, 25]","[3, 3, 3, 0, 3, 3, 2, 2, 3, 0, 0, 1, 0, 0, 1]","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","[0.921,0.466,0.867,0.716,2.851,0.797,0.436,1.55,0.513,1.314,1.357,0.681,0.487,0.579,0.484]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[35, 36, 37, 38, 31, 32, 33, 40, 47, 48, 41, 34, 33, 26, 26, 25]",,31,True,model_teacher_forced,15,1,0.06666666666666667,8,15,14,7,0.5333333333333333,25,1,0,0,0,,,,,
13015195273.0,1,1,1,739474.4715,1,1,0,31,32,0,23,0,35,25,"[35, 36, 37, 38, 31, 32, 33, 26, 25]","[3, 3, 3, 0, 3, 1, 1, 0, 3, 0, 2, 3, 3, 0, 1]","[False, False, False, False, False, False, True, False, True, True, False, False, False, False, False]","[0.921,0.466,0.867,0.716,2.851,0.797,0.436,1.55,0.513,1.314,1.357,0.681,0.487,0.579,0.484]","[0.921, 0.466, 0.867, 0.716, 2.851, 0.797, 0.436, 0.55, 0.513, 0.31400000000000006, 0.357, 0.681, 0.487, 0.579, 0.484]","[35, 36, 37, 38, 31, 32, 31, 31, 24, 24, 24, 31, 32, 33, 26, 25]",,31,True,actual_subject,15,3,0.2,8,15,12,7,0.5333333333333333,25,1,0,0,0,11.019000000000002,0.7346000000000001,0.55,0.921,0.7212857142857144
13015195273.0,1,1,1,739474.4719,1,1,0,35,36,0,23,0,37,8,"[37, 36, 35, 28, 29, 22, 15, 8]","[1, 0, 0, 3, 0, 0, 0]","[False, True, True, False, True, True, True]","[2.285,0.567,0.464,0.965,0.371,0.415,0.214]","[nan, nan, nan, nan, nan, nan, nan]","[37, 36, 36, 36, 37, 37, 37, 37]",,35,True,model_teacher_forced,7,5,0.7142857142857143,7,7,2,0,1.0,37,0,0,0,0,,,,,
13015195273.0,1,1,1,739474.4719,1,1,0,35,36,0,23,0,37,8,"[37, 36, 35, 28, 29, 22, 15, 8]","[1, 1, 0, 3, 0, 0, 0]","[False, False, False, False, False, False, False]","[2.285,0.567,0.464,0.965,0.371,0.415,0.214]","[2.285, 0.567, 0.464, 0.965, 0.371, 0.415, 0.214]","[37, 36, 35, 28, 29, 22, 15, 8]",,35,True,actual_subject,7,0,0.0,7,7,7,0,1.0,8,1,1,1,1,5.2810000000000015,0.7544285714285717,0.464,2.285,0.49933333333333335
13015195273.0,1,1,1,739474.4724,1,1,0,39,40,1,23,0,12,44,"[12, 19, 18, 25, 26, 33, 32, 31, 38, 37, 44]","[2, 1, 2, 3, 2, 1, 1, 2, 2, 2]","[False, False, False, False, False, False, False, False, False, True]","[1.182,0.851,0.47,0.842,0.503,0.95,0.698,0.552,2.014,0.421]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[12, 19, 18, 25, 26, 33, 32, 31, 38, 45, 45]",,39,True,model_teacher_forced,10,1,0.1,10,10,9,0,1.0,45,0,0,0,0,,,,,
13015195273.0,1,1,1,739474.4724,1,1,0,39,40,1,23,0,12,44,"[12, 19, 18, 25, 26, 33, 32, 31, 38, 37, 44]","[2, 1, 2, 3, 2, 1, 1, 2, 1, 2]","[False, False, False, False, False, False, False, False, False, False]","[1.182,0.851,0.47,0.842,0.503,0.95,0.698,0.552,2.014,0.421]","[1.182, 0.851, 0.47, 0.842, 0.503, 0.95, 0.698, 0.552, 2.014, 0.421]","[12, 19, 18, 25, 26, 33, 32, 31, 38, 37, 44]",,39,True,actual_subject,10,0,0.0,10,10,10,0,1.0,44,1,1,1,1,8.482999999999999,0.8482999999999998,0.77,1.182,0.8112222222222222
13015195273.0,1,1,1,739474.473,1,1,0,43,44,0,23,0,31,7,"[31, 38, 37, 36, 35, 28, 29, 22, 15, 14, 7]","[2, 1, 1, 0, 0, 3, 0, 0, 0, 0]","[False, False, False, True, True, False, True, True, True, True]","[0.816,0.499,0.365,0.451,0.699,0.451,0.383,0.485,0.666,0.65]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[31, 38, 37, 36, 36, 36, 37, 37, 37, 37, 37]",,43,True,model_teacher_forced,10,6,0.6,10,10,4,0,1.0,37,0,0,0,0,,,,,
13015195273.0,1,1,1,739474.473,1,1,0,43,44,0,23,0,31,7,"[31, 38, 37, 36, 35, 28, 29, 22, 15, 14, 7]","[2, 1, 1, 1, 0, 3, 0, 0, 1, 0]","[False, False, False, False, False, False, False, False, False, False]","[0.816,0.499,0.365,0.451,0.699,0.451,0.383,0.485,0.666,0.65]","[0.816, 0.499, 0.365, 0.451, 0.699, 0.451, 0.383, 0.485, 0.666, 0.65]","[31, 38, 37, 36, 35, 28, 29, 22, 15, 14, 7]",,43,True,actual_subject,10,0,0.0,10,10,10,0,1.0,7,1,1,1,1,5.465000000000001,0.5465000000000001,0.492,0.816,0.5165555555555555
13015195273.0,1,1,1,739474.4734,1,1,0,47,48,0,23,0,25,46,"[25, 26, 33, 40, 39, 46]","[2, 2, 2, 1, 2]","[True, True, True, True, True]","[1.036,0.45,0.67,0.544,0.231]","[nan, nan, nan, nan, nan]","[25, 25, 25, 25, 25, 25]",,47,True,model_teacher_forced,5,5,1.0,5,5,0,0,1.0,25,0,0,0,0,,,,,
13015195273.0,1,1,1,739474.4734,1,1,0,47,48,0,23,0,25,46,"[25, 26, 33, 40, 39, 46]","[3, 2, 2, 1, 2]","[False, False, False, False, False]","[1.036,0.45,0.67,0.544,0.231]","[1.036, 0.45, 0.67, 0.544, 0.231]","[25, 26, 33, 40, 39, 46]",,47,True,actual_subject,5,0,0.0,5,5,5,0,1.0,46,1,1,1,1,2.931,0.5862,0.544,1.036,0.47375000000000006
13015195273.0,1,1,1,739474.4743,2,2,1,0,1,1,23,0,11,39,"[11, 12, 19, 18, 25, 26, 33, 40, 39]","[3, 2, 0, 2, 2, 2, 1, 2, 0, 0, 2, 2, 3, 0]","[False, False, False, False, True, True, False, False, False, True, False, True, False, True]","[4.982,0.581,0.748,0.467,0.522,0.981,1.233,0.416,0.533,0.467,1.615,1.155,0.448,0.481]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[11, 12, 19, 12, 19, 19, 19, 18, 25, 18, 18, 25, 25, 26, 26]",,51,True,model_teacher_forced,14,5,0.35714285714285715,8,14,9,6,0.5714285714285714,26,0,0,0,0,,,,,
13015195273.0,1,1,1,739474.4743,2,2,1,0,1,1,23,0,11,39,"[11, 12, 19, 18, 25, 26, 33, 40, 39]","[1, 2, 1, 2, 2, 1, 1, 2, 3, 3, 3, 2, 3, 0]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[4.982,0.581,0.748,0.467,0.522,0.981,1.233,0.416,0.533,0.467,1.615,1.155,0.448,0.481]","[4.982, 0.581, 0.748, 0.467, 0.522, 0.981, 1.233, 0.416, 0.533, 0.467, 1.615, 1.155, 0.448, 0.481]","[11, 10, 17, 16, 23, 30, 29, 28, 35, 36, 37, 38, 45, 46, 39]",,51,True,actual_subject,14,0,0.0,8,14,14,6,0.5714285714285714,39,1,0,0,0,14.629,1.0449285714285714,0.5569999999999999,4.982,0.7420769230769231
13015195273.0,1,1,1,739474.4748,2,2,1,4,5,1,23,0,23,39,"[23, 30, 29, 28, 35, 36, 37, 38, 45, 46, 39]","[0, 2, 2, 2, 3, 3, 2, 3, 3, 2, 3, 0]","[False, False, False, True, True, True, True, True, True, True, True, False]","[0.985,0.768,0.498,0.536,0.514,0.567,0.55,1.167,0.368,0.385,0.313,0.417]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[23, 16, 23, 30, 30, 30, 30, 30, 30, 30, 30, 30, 23]",,55,True,model_teacher_forced,12,8,0.6666666666666666,10,12,4,2,0.8333333333333334,23,0,0,0,0,,,,,
13015195273.0,1,1,1,739474.4748,2,2,1,4,5,1,23,0,23,39,"[23, 30, 29, 28, 35, 36, 37, 38, 45, 46, 39]","[2, 1, 1, 2, 3, 3, 2, 0, 3, 2, 3, 0]","[False, False, False, False, False, False, False, False, False, False, False, False]","[0.985,0.768,0.498,0.536,0.514,0.567,0.55,1.167,0.368,0.385,0.313,0.417]","[0.985, 0.768, 0.498, 0.536, 0.514, 0.567, 0.55, 1.167, 0.368, 0.385, 0.313, 0.417]","[23, 30, 29, 28, 35, 36, 37, 44, 37, 38, 45, 46, 39]",,55,True,actual_subject,12,0,0.0,10,12,12,2,0.8333333333333334,39,1,0,0,0,7.068,0.589,0.525,0.985,0.5529999999999999
13015195273.0,1,1,1,739474.4753,2,2,1,8,9,1,23,0,25,28,"[25, 26, 33, 32, 31, 38, 37, 36, 35, 28]","[0, 1, 1, 2, 1, 1, 2, 1, 1, 0, 0]","[False, True, True, False, True, True, True, True, True, False, True]","[1.996,1.387,0.613,0.516,0.467,0.449,1.533,0.468,0.485,2.214,0.566]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[25, 18, 18, 18, 25, 25, 25, 25, 25, 25, 18, 18]",,59,True,model_teacher_forced,11,8,0.7272727272727273,9,11,3,2,0.8181818181818182,18,0,0,0,0,,,,,
13015195273.0,1,1,1,739474.4753,2,2,1,8,9,1,23,0,25,28,"[25, 26, 33, 32, 31, 38, 37, 36, 35, 28]","[0, 2, 3, 2, 1, 1, 2, 1, 1, 1, 0]","[False, False, False, False, False, False, False, False, False, False, False]","[1.996,1.387,0.613,0.516,0.467,0.449,1.533,0.468,0.485,2.214,0.566]","[1.996, 1.387, 0.613, 0.516, 0.467, 0.449, 1.533, 0.468, 0.485, 2.214, 0.566]","[25, 18, 25, 26, 33, 32, 31, 38, 37, 36, 35, 28]",,59,True,actual_subject,11,0,0.0,9,11,11,2,0.8181818181818182,28,1,0,0,0,10.694,0.9721818181818183,0.566,1.996,0.8698
13015195273.0,1,1,1,739474.4758,2,2,1,12,13,1,23,0,17,32,"[17, 10, 11, 12, 19, 18, 25, 26, 33, 32]","[2, 3, 3, 3, 2, 0, 2, 2, 1, 0, 2, 3, 2, 2, 0, 3]","[True, True, True, True, True, False, False, True, False, True, False, True, False, True, False, True]","[3.171,0.27,0.517,1.017,0.381,0.503,0.481,0.587,1.613,1.786,0.383,0.482,0.637,0.714,1.05,0.265]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[17, 17, 17, 17, 17, 17, 10, 17, 17, 16, 16, 23, 23, 30, 30, 23, 23]",,63,True,model_teacher_forced,16,10,0.625,9,16,6,7,0.5625,23,0,0,0,0,,,,,
13015195273.0,1,1,1,739474.4758,2,2,1,12,13,1,23,0,17,32,"[17, 10, 11, 12, 19, 18, 25, 26, 33, 32]","[0, 3, 2, 1, 2, 1, 2, 2, 1, 1, 2, 3, 3, 3, 0, 3]","[False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","[3.171,0.27,0.517,1.017,0.381,0.503,0.481,0.587,1.613,1.786,0.383,0.482,0.637,0.714,1.05,0.265]","[3.171, 0.27, 0.517, 0.016999999999999904, 0.381, 0.503, 0.481, 0.587, 1.613, 1.786, 0.383, 0.482, 0.637, 0.714, 1.05, 0.265]","[17, 10, 11, 11, 10, 17, 16, 23, 30, 29, 28, 35, 36, 37, 38, 31, 32]",,63,True,actual_subject,16,1,0.0625,9,16,15,7,0.5625,32,1,0,0,0,12.857000000000001,0.8035625000000001,0.51,3.171,0.6457333333333335
13015195273.0,1,1,1,739474.4769,2,2,1,16,17,1,23,0,15,23,"[15, 22, 29, 30, 23]","[2, 2, 2, 3, 0]","[False, False, True, False, False]","[1.786,0.396,1.369,0.472,0.545]","[nan, nan, nan, nan, nan]","[15, 22, 29, 29, 30, 23]",,67,True,model_teacher_forced,5,1,0.2,4,5,4,1,0.8,23,1,0,0,0,,,,,
13015195273.0,1,1,1,739474.4769,2,2,1,16,17,1,23,0,15,23,"[15, 22, 29, 30, 23]","[2, 3, 2, 3, 0]","[False, True, False, False, False]","[1.786,0.396,1.369,0.472,0.545]","[1.786, 0.396, 0.369, 0.472, 0.545]","[15, 22, 22, 29, 30, 23]",,67,True,actual_subject,5,1,0.2,4,5,4,1,0.8,23,1,0,0,0,3.568,0.7136,0.472,1.786,0.4455
13015195273.0,1,1,1,739474.4773,2,2,1,20,21,1,23,0,2,1,"[2, 9, 8, 1]","[1, 1, 0]","[True, True, True]","[2.45,0.499,0.468]","[nan, nan, nan]","[2, 2, 2, 2]",,71,True,model_teacher_forced,3,3,1.0,3,3,0,0,1.0,2,0,0,0,0,,,,,
13015195273.0,1,1,1,739474.4773,2,2,1,20,21,1,23,0,2,1,"[2, 9, 8, 1]","[2, 1, 0]","[False, False, False]","[2.45,0.499,0.468]","[2.45, 0.499, 0.468]","[2, 9, 8, 1]",,71,True,actual_subject,3,0,0.0,3,3,3,0,1.0,1,1,1,1,1,3.4170000000000003,1.139,0.499,2.45,0.48350000000000004
13015195273.0,1,1,1,739474.4777,2,2,1,24,25,1,23,0,11,1,"[11, 10, 3, 2, 9, 8, 1]","[3, 2, 2, 2, 1, 0]","[False, False, True, True, False, True]","[1.033,0.747,0.484,0.669,0.33,0.301]","[nan, nan, nan, nan, nan, nan]","[11, 12, 19, 19, 19, 18, 18]",,75,True,model_teacher_forced,6,3,0.5,6,6,3,0,1.0,18,0,0,0,0,,,,,
13015195273.0,1,1,1,739474.4777,2,2,1,24,25,1,23,0,11,1,"[11, 10, 3, 2, 9, 8, 1]","[1, 0, 1, 2, 1, 0]","[False, False, False, False, False, False]","[1.033,0.747,0.484,0.669,0.33,0.301]","[1.033, 0.747, 0.484, 0.669, 0.33, 0.301]","[11, 10, 3, 2, 9, 8, 1]",,75,True,actual_subject,6,0,0.0,6,6,6,0,1.0,1,1,1,1,1,3.564,0.594,0.5765,1.033,0.5062
13015195273.0,1,1,1,739474.4783,2,2,1,28,29,1,23,0,40,5,"[40, 33, 26, 25, 18, 19, 12, 13, 6, 5]","[1, 0, 3, 0, 0, 0, 3, 0, 1]","[False, True, False, False, False, True, False, False, True]","[1.203,0.565,0.998,0.485,0.665,0.568,0.4,0.35,0.399]","[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[40, 39, 39, 40, 33, 26, 26, 27, 20, 20]",,79,True,model_teacher_forced,9,3,0.3333333333333333,9,9,6,0,1.0,20,0,0,0,0,,,,,
13015195273.0,1,1,1,739474.4783,2,2,1,28,29,1,23,0,40,5,"[40, 33, 26, 25, 18, 19, 12, 13, 6, 5]","[0, 0, 1, 0, 3, 0, 3, 0, 1]","[False, False, False, False, False, False, False, False, False]","[1.203,0.565,0.998,0.485,0.665,0.568,0.4,0.35,0.399]","[1.203, 0.565, 0.998, 0.485, 0.665, 0.568, 0.4, 0.35, 0.399]","[40, 33, 26, 25, 18, 19, 12, 13, 6, 5]",,79,True,actual_subject,9,0,0.0,9,9,9,0,1.0,5,1,1,1,1,5.633,0.6258888888888889,0.565,1.203,0.55375
13015195273.0,1,1,1,739474.479,2,2,1,32,33,1,23,0,3,46,"[3, 10, 11, 12, 19, 18, 25, 26, 33, 40, 39, 46]","[2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2, 2, 0, 3]","[False, False, True, True, True, True, True, False, False, True, False, True, False, True]","[0.974,0.748,0.966,0.501,0.499,0.85,0.463,1.169,0.42,0.512,0.504,0.563,0.421,0.466]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[3, 10, 17, 17, 17, 17, 17, 17, 16, 23, 23, 30, 30, 23, 23]",,83,True,model_teacher_forced,14,8,0.5714285714285714,11,14,6,3,0.7857142857142857,23,0,0,0,0,,,,,
13015195273.0,1,1,1,739474.479,2,2,1,32,33,1,23,0,3,46,"[3, 10, 11, 12, 19, 18, 25, 26, 33, 40, 39, 46]","[2, 2, 1, 2, 2, 1, 2, 1, 2, 3, 3, 3, 2, 3]","[False, False, False, False, False, False, True, False, False, False, False, False, False, False]","[0.974,0.748,0.966,0.501,0.499,0.85,0.463,1.169,0.42,0.512,0.504,0.563,0.421,0.466]","[0.974, 0.748, 0.966, 0.501, 0.499, 0.85, 0.463, 0.16900000000000004, 0.42, 0.512, 0.504, 0.563, 0.421, 0.466]","[3, 10, 17, 16, 23, 30, 29, 29, 28, 35, 36, 37, 38, 45, 46]",,83,True,actual_subject,14,1,0.07142857142857142,11,14,13,3,0.7857142857142857,46,1,0,0,0,8.056,0.5754285714285714,0.5025,0.974,0.5447692307692308
13015195273.0,1,1,1,739474.4798,2,2,1,36,37,1,23,0,16,24,"[16, 23, 30, 29, 28, 35, 36, 37, 38, 31, 24]","[2, 2, 0, 0, 2, 1, 1, 0, 0, 1, 0, 2, 0, 3, 3, 2, 1, 2, 1, 0, 0, 0, 1, 1, 0]","[False, False, False, False, False, True, True, False, True, True, True, False, False, False, True, True, False, False, True, False, True, True, True, True, True]","[1.321,1.033,0.529,0.85,0.406,0.716,0.483,1.317,1.996,1.624,0.397,0.567,0.701,0.33,0.848,0.385,1.501,0.466,0.334,1.316,1.283,0.334,0.449,1.485,0.448]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[16, 23, 30, 23, 16, 23, 23, 23, 16, 16, 16, 16, 23, 16, 17, 17, 17, 16, 23, 23, 16, 16, 16, 16, 16, 16]",,87,True,model_teacher_forced,25,13,0.52,10,25,12,15,0.4,16,0,0,0,0,,,,,
